purchaseorderid;purchaseorderdetailid;duedate;orderqty;productid;unitprice;receivedqty;rejectedqty;modifieddate
3662.0;8077.0;2014-07-25 00:00:00.000;60.0;493.0;58.2645;60.0;0.0;2014-07-18 00:00:00.000
3663.0;8078.0;2014-07-25 00:00:00.000;550.0;523.0;10.3845;550.0;0.0;2014-07-18 00:00:00.000
3664.0;8079.0;2014-07-25 00:00:00.000;3.0;422.0;47.6805;3.0;0.0;2014-07-18 00:00:00.000
3664.0;8080.0;2014-07-25 00:00:00.000;3.0;423.0;45.5805;3.0;0.0;2014-07-18 00:00:00.000
3665.0;8081.0;2014-07-26 00:00:00.000;3.0;490.0;12.7155;3.0;0.0;2014-07-19 00:00:00.000
3665.0;8082.0;2014-07-26 00:00:00.000;3.0;491.0;19.9395;3.0;0.0;2014-07-19 00:00:00.000
3666.0;8083.0;2014-07-26 00:00:00.000;3.0;528.0;38.157;3.0;0.0;2014-07-19 00:00:00.000
3667.0;8084.0;2014-07-26 00:00:00.000;3.0;505.0;44.2155;3.0;0.0;2014-07-19 00:00:00.000
3668.0;8085.0;2014-07-26 00:00:00.000;550.0;938.0;31.4895;550.0;0.0;2014-07-19 00:00:00.000
3668.0;8086.0;2014-07-26 00:00:00.000;550.0;939.0;48.2895;550.0;0.0;2014-07-19 00:00:00.000
3669.0;8087.0;2014-07-26 00:00:00.000;60.0;358.0;6.9825;60.0;0.0;2014-07-19 00:00:00.000
3670.0;8088.0;2014-07-26 00:00:00.000;3.0;442.0;43.4805;3.0;0.0;2014-07-19 00:00:00.000
3670.0;8089.0;2014-07-26 00:00:00.000;3.0;443.0;47.754;3.0;0.0;2014-07-19 00:00:00.000
3670.0;8090.0;2014-07-26 00:00:00.000;3.0;444.0;43.4805;3.0;0.0;2014-07-19 00:00:00.000
3671.0;8091.0;2014-07-26 00:00:00.000;60.0;356.0;3.381;60.0;0.0;2014-07-19 00:00:00.000
3671.0;8092.0;2014-07-26 00:00:00.000;60.0;357.0;4.3155;60.0;0.0;2014-07-19 00:00:00.000
3672.0;8093.0;2014-07-26 00:00:00.000;3.0;380.0;43.344;3.0;0.0;2014-07-19 00:00:00.000
3672.0;8094.0;2014-07-26 00:00:00.000;3.0;381.0;39.0705;3.0;0.0;2014-07-19 00:00:00.000
3673.0;8095.0;2014-07-26 00:00:00.000;3.0;490.0;12.3585;3.0;0.0;2014-07-19 00:00:00.000
3674.0;8096.0;2014-07-26 00:00:00.000;550.0;513.0;39.1965;550.0;0.0;2014-07-19 00:00:00.000
3675.0;8097.0;2014-07-26 00:00:00.000;3.0;418.0;47.649;3.0;0.0;2014-07-19 00:00:00.000
3675.0;8098.0;2014-07-26 00:00:00.000;3.0;419.0;43.3755;3.0;0.0;2014-07-19 00:00:00.000
3675.0;8099.0;2014-07-26 00:00:00.000;3.0;420.0;41.2755;3.0;0.0;2014-07-19 00:00:00.000
3675.0;8100.0;2014-07-26 00:00:00.000;3.0;421.0;45.549;3.0;0.0;2014-07-19 00:00:00.000
3676.0;8101.0;2014-07-26 00:00:00.000;550.0;931.0;34.8705;468.0;0.0;2014-07-19 00:00:00.000
3676.0;8102.0;2014-07-26 00:00:00.000;550.0;932.0;39.7635;550.0;0.0;2014-07-19 00:00:00.000
3676.0;8103.0;2014-07-26 00:00:00.000;550.0;933.0;43.9845;550.0;0.0;2014-07-19 00:00:00.000
3676.0;8104.0;2014-07-26 00:00:00.000;550.0;934.0;38.1465;550.0;0.0;2014-07-19 00:00:00.000
3677.0;8105.0;2014-07-26 00:00:00.000;3.0;427.0;47.754;3.0;0.0;2014-07-19 00:00:00.000
3677.0;8106.0;2014-07-26 00:00:00.000;3.0;428.0;43.4805;3.0;0.0;2014-07-19 00:00:00.000
3677.0;8107.0;2014-07-26 00:00:00.000;3.0;429.0;41.3805;3.0;0.0;2014-07-19 00:00:00.000
3677.0;8108.0;2014-07-26 00:00:00.000;3.0;430.0;45.654;3.0;0.0;2014-07-19 00:00:00.000
3677.0;8109.0;2014-07-26 00:00:00.000;3.0;431.0;41.3805;3.0;0.0;2014-07-19 00:00:00.000
3677.0;8110.0;2014-07-26 00:00:00.000;3.0;432.0;39.2805;3.0;0.0;2014-07-19 00:00:00.000
3678.0;8111.0;2014-07-26 00:00:00.000;3.0;349.0;45.549;3.0;0.0;2014-07-19 00:00:00.000
3679.0;8112.0;2014-07-26 00:00:00.000;550.0;931.0;34.3455;550.0;0.0;2014-07-19 00:00:00.000
3679.0;8113.0;2014-07-26 00:00:00.000;550.0;932.0;39.2385;550.0;0.0;2014-07-19 00:00:00.000
3680.0;8114.0;2014-07-26 00:00:00.000;3.0;341.0;47.4705;3.0;0.0;2014-07-19 00:00:00.000
3680.0;8115.0;2014-07-26 00:00:00.000;3.0;342.0;45.3705;3.0;0.0;2014-07-19 00:00:00.000
3680.0;8116.0;2014-07-26 00:00:00.000;3.0;343.0;49.644;3.0;0.0;2014-07-19 00:00:00.000
3681.0;8117.0;2014-07-28 00:00:00.000;550.0;930.0;43.0395;550.0;0.0;2014-07-21 00:00:00.000
3682.0;8118.0;2014-07-28 00:00:00.000;550.0;332.0;10.815;550.0;82.0;2014-07-21 00:00:00.000
3683.0;8119.0;2014-07-28 00:00:00.000;550.0;948.0;82.8345;550.0;0.0;2014-07-21 00:00:00.000
3683.0;8120.0;2014-07-28 00:00:00.000;550.0;907.0;82.8345;550.0;0.0;2014-07-21 00:00:00.000
3684.0;8121.0;2014-07-28 00:00:00.000;1250.0;325.0;0.21;1250.0;0.0;2014-07-21 00:00:00.000
3684.0;8122.0;2014-07-28 00:00:00.000;1250.0;326.0;0.21;1250.0;0.0;2014-07-21 00:00:00.000
3685.0;8123.0;2014-07-28 00:00:00.000;3.0;320.0;49.644;3.0;0.0;2014-07-21 00:00:00.000
3685.0;8124.0;2014-07-28 00:00:00.000;3.0;321.0;44.3205;3.0;0.0;2014-07-21 00:00:00.000
3685.0;8125.0;2014-07-28 00:00:00.000;60.0;322.0;28.6965;60.0;0.0;2014-07-21 00:00:00.000
3686.0;8126.0;2014-07-28 00:00:00.000;550.0;930.0;42.5145;468.0;0.0;2014-07-21 00:00:00.000
3686.0;8127.0;2014-07-28 00:00:00.000;550.0;921.0;5.586;550.0;0.0;2014-07-21 00:00:00.000
3687.0;8128.0;2014-07-28 00:00:00.000;60.0;952.0;15.7395;60.0;0.0;2014-07-21 00:00:00.000
3688.0;8129.0;2014-07-28 00:00:00.000;550.0;933.0;43.4595;550.0;0.0;2014-07-21 00:00:00.000
3688.0;8130.0;2014-07-28 00:00:00.000;550.0;934.0;37.6215;550.0;0.0;2014-07-21 00:00:00.000
3688.0;8131.0;2014-07-28 00:00:00.000;550.0;922.0;6.531;550.0;0.0;2014-07-21 00:00:00.000
3688.0;8132.0;2014-07-28 00:00:00.000;550.0;923.0;6.1845;550.0;0.0;2014-07-21 00:00:00.000
3689.0;8133.0;2014-07-28 00:00:00.000;550.0;317.0;29.5785;550.0;0.0;2014-07-21 00:00:00.000
3689.0;8134.0;2014-07-28 00:00:00.000;550.0;318.0;36.099;550.0;0.0;2014-07-21 00:00:00.000
3689.0;8135.0;2014-07-28 00:00:00.000;550.0;319.0;48.5835;550.0;0.0;2014-07-21 00:00:00.000
3690.0;8136.0;2014-07-28 00:00:00.000;550.0;928.0;32.2455;550.0;0.0;2014-07-21 00:00:00.000
3690.0;8137.0;2014-07-28 00:00:00.000;550.0;929.0;36.561;550.0;55.0;2014-07-21 00:00:00.000
3691.0;8138.0;2014-07-28 00:00:00.000;550.0;319.0;46.4205;550.0;0.0;2014-07-21 00:00:00.000
3692.0;8139.0;2014-07-28 00:00:00.000;3.0;364.0;47.5965;3.0;0.0;2014-07-21 00:00:00.000
3692.0;8140.0;2014-07-28 00:00:00.000;3.0;365.0;43.323;3.0;0.0;2014-07-21 00:00:00.000
3693.0;8141.0;2014-07-28 00:00:00.000;3.0;2.0;41.916;3.0;0.0;2014-07-21 00:00:00.000
3694.0;8142.0;2014-07-28 00:00:00.000;3.0;1.0;50.2635;3.0;0.0;2014-07-21 00:00:00.000
3695.0;8143.0;2014-07-28 00:00:00.000;3.0;374.0;37.1805;3.0;0.0;2014-07-21 00:00:00.000
3696.0;8144.0;2014-07-28 00:00:00.000;550.0;530.0;16.086;468.0;0.0;2014-07-21 00:00:00.000
3697.0;8145.0;2014-07-29 00:00:00.000;3.0;4.0;57.0255;3.0;0.0;2014-07-22 00:00:00.000
3698.0;8146.0;2014-07-29 00:00:00.000;550.0;512.0;37.086;550.0;0.0;2014-07-22 00:00:00.000
3699.0;8147.0;2014-07-29 00:00:00.000;550.0;513.0;26.5965;550.0;0.0;2014-07-22 00:00:00.000
3700.0;8148.0;2014-07-29 00:00:00.000;550.0;317.0;27.0585;550.0;0.0;2014-07-22 00:00:00.000
3700.0;8149.0;2014-07-29 00:00:00.000;550.0;318.0;33.579;550.0;55.0;2014-07-22 00:00:00.000
3700.0;8150.0;2014-07-29 00:00:00.000;550.0;319.0;46.0635;550.0;0.0;2014-07-22 00:00:00.000
3701.0;8151.0;2014-07-29 00:00:00.000;3.0;410.0;41.1705;3.0;0.0;2014-07-22 00:00:00.000
3701.0;8152.0;2014-07-29 00:00:00.000;3.0;411.0;45.444;3.0;0.0;2014-07-22 00:00:00.000
3701.0;8153.0;2014-07-29 00:00:00.000;3.0;412.0;41.1705;3.0;0.0;2014-07-22 00:00:00.000
3701.0;8154.0;2014-07-29 00:00:00.000;3.0;413.0;39.0705;3.0;0.0;2014-07-22 00:00:00.000
3702.0;8155.0;2014-07-29 00:00:00.000;3.0;427.0;47.5965;3.0;0.0;2014-07-22 00:00:00.000
3702.0;8156.0;2014-07-29 00:00:00.000;3.0;428.0;43.323;3.0;0.0;2014-07-22 00:00:00.000
3703.0;8157.0;2014-07-29 00:00:00.000;60.0;322.0;25.4205;60.0;0.0;2014-07-22 00:00:00.000
3704.0;8158.0;2014-07-29 00:00:00.000;3.0;438.0;41.223;3.0;3.0;2014-07-22 00:00:00.000
3704.0;8159.0;2014-07-29 00:00:00.000;3.0;439.0;45.4965;3.0;3.0;2014-07-22 00:00:00.000
3705.0;8160.0;2014-07-29 00:00:00.000;550.0;941.0;62.9895;550.0;0.0;2014-07-22 00:00:00.000
3706.0;8161.0;2014-07-29 00:00:00.000;3.0;320.0;45.3705;3.0;0.0;2014-07-22 00:00:00.000
3706.0;8162.0;2014-07-29 00:00:00.000;3.0;321.0;40.488;3.0;0.0;2014-07-22 00:00:00.000
3706.0;8163.0;2014-07-29 00:00:00.000;60.0;322.0;26.3655;60.0;0.0;2014-07-22 00:00:00.000
3707.0;8164.0;2014-07-29 00:00:00.000;3.0;504.0;48.762;3.0;0.0;2014-07-22 00:00:00.000
3708.0;8165.0;2014-07-29 00:00:00.000;3.0;497.0;34.188;3.0;0.0;2014-07-22 00:00:00.000
3709.0;8166.0;2014-07-29 00:00:00.000;3.0;323.0;50.2635;3.0;0.0;2014-07-22 00:00:00.000
3710.0;8167.0;2014-07-29 00:00:00.000;550.0;523.0;10.731;550.0;0.0;2014-07-22 00:00:00.000
3710.0;8168.0;2014-07-29 00:00:00.000;550.0;524.0;14.1225;550.0;55.0;2014-07-22 00:00:00.000
3711.0;8169.0;2014-07-29 00:00:00.000;60.0;494.0;53.2035;60.0;0.0;2014-07-22 00:00:00.000
3711.0;8170.0;2014-07-29 00:00:00.000;60.0;495.0;63.693;60.0;0.0;2014-07-22 00:00:00.000
3711.0;8171.0;2014-07-29 00:00:00.000;60.0;496.0;48.909;60.0;3.0;2014-07-22 00:00:00.000
3712.0;8172.0;2014-07-29 00:00:00.000;550.0;913.0;40.9395;550.0;82.0;2014-07-22 00:00:00.000
3712.0;8173.0;2014-07-29 00:00:00.000;550.0;914.0;21.0945;550.0;0.0;2014-07-22 00:00:00.000
3713.0;8174.0;2014-07-30 00:00:00.000;60.0;506.0;9.198;60.0;0.0;2014-07-23 00:00:00.000
3714.0;8175.0;2014-07-30 00:00:00.000;550.0;351.0;5.775;550.0;0.0;2014-07-23 00:00:00.000
3714.0;8176.0;2014-07-30 00:00:00.000;550.0;352.0;1.155;550.0;0.0;2014-07-23 00:00:00.000
3715.0;8177.0;2014-07-30 00:00:00.000;550.0;507.0;23.394;550.0;0.0;2014-07-23 00:00:00.000
3715.0;8178.0;2014-07-30 00:00:00.000;550.0;508.0;27.6465;523.0;0.0;2014-07-23 00:00:00.000
3716.0;8179.0;2014-07-30 00:00:00.000;550.0;355.0;1.365;468.0;0.0;2014-07-23 00:00:00.000
3716.0;8180.0;2014-07-30 00:00:00.000;550.0;940.0;62.9895;550.0;0.0;2014-07-23 00:00:00.000
3716.0;8181.0;2014-07-30 00:00:00.000;550.0;535.0;3.486;550.0;0.0;2014-07-23 00:00:00.000
3717.0;8182.0;2014-07-30 00:00:00.000;550.0;351.0;6.195;550.0;0.0;2014-07-23 00:00:00.000
3717.0;8183.0;2014-07-30 00:00:00.000;550.0;352.0;1.47;550.0;0.0;2014-07-23 00:00:00.000
3717.0;8184.0;2014-07-30 00:00:00.000;550.0;679.0;6.195;550.0;0.0;2014-07-23 00:00:00.000
3718.0;8185.0;2014-07-30 00:00:00.000;550.0;507.0;22.1655;550.0;0.0;2014-07-23 00:00:00.000
3718.0;8186.0;2014-07-30 00:00:00.000;550.0;508.0;29.2845;550.0;0.0;2014-07-23 00:00:00.000
3719.0;8187.0;2014-07-30 00:00:00.000;3.0;491.0;19.9815;3.0;0.0;2014-07-23 00:00:00.000
3720.0;8188.0;2014-07-30 00:00:00.000;3.0;341.0;41.1705;3.0;0.0;2014-07-23 00:00:00.000
3720.0;8189.0;2014-07-30 00:00:00.000;3.0;342.0;39.0705;3.0;0.0;2014-07-23 00:00:00.000
3720.0;8190.0;2014-07-30 00:00:00.000;3.0;343.0;43.344;3.0;0.0;2014-07-23 00:00:00.000
3721.0;8191.0;2014-07-30 00:00:00.000;550.0;935.0;31.4895;550.0;0.0;2014-07-23 00:00:00.000
3721.0;8192.0;2014-07-30 00:00:00.000;550.0;936.0;48.2895;550.0;0.0;2014-07-23 00:00:00.000
3722.0;8193.0;2014-07-30 00:00:00.000;3.0;380.0;43.218;3.0;0.0;2014-07-23 00:00:00.000
3722.0;8194.0;2014-07-30 00:00:00.000;3.0;381.0;47.4915;3.0;0.0;2014-07-23 00:00:00.000
3723.0;8195.0;2014-07-30 00:00:00.000;550.0;478.0;11.088;550.0;0.0;2014-07-23 00:00:00.000
3723.0;8196.0;2014-07-30 00:00:00.000;550.0;479.0;15.8865;550.0;0.0;2014-07-23 00:00:00.000
3723.0;8197.0;2014-07-30 00:00:00.000;550.0;480.0;11.6655;550.0;0.0;2014-07-23 00:00:00.000
3724.0;8198.0;2014-07-30 00:00:00.000;3.0;402.0;47.4705;3.0;0.0;2014-07-23 00:00:00.000
3725.0;8199.0;2014-07-30 00:00:00.000;550.0;510.0;23.079;550.0;0.0;2014-07-23 00:00:00.000
3725.0;8200.0;2014-07-30 00:00:00.000;550.0;511.0;29.274;523.0;0.0;2014-07-23 00:00:00.000
3725.0;8201.0;2014-07-30 00:00:00.000;550.0;512.0;34.9755;550.0;0.0;2014-07-23 00:00:00.000
3726.0;8202.0;2014-07-30 00:00:00.000;3.0;409.0;41.1705;3.0;0.0;2014-07-23 00:00:00.000
3726.0;8203.0;2014-07-30 00:00:00.000;550.0;914.0;21.0945;550.0;0.0;2014-07-23 00:00:00.000
3726.0;8204.0;2014-07-30 00:00:00.000;550.0;915.0;30.4395;550.0;0.0;2014-07-23 00:00:00.000
3726.0;8205.0;2014-07-30 00:00:00.000;550.0;916.0;40.9395;550.0;0.0;2014-07-23 00:00:00.000
3727.0;8206.0;2014-07-30 00:00:00.000;550.0;525.0;2.3205;550.0;0.0;2014-07-23 00:00:00.000
3728.0;8207.0;2014-07-30 00:00:00.000;550.0;526.0;3.6435;550.0;0.0;2014-07-23 00:00:00.000
3729.0;8208.0;2014-07-31 00:00:00.000;550.0;908.0;21.0945;550.0;0.0;2014-07-24 00:00:00.000
3729.0;8209.0;2014-07-31 00:00:00.000;550.0;909.0;30.4395;550.0;0.0;2014-07-24 00:00:00.000
3729.0;8210.0;2014-07-31 00:00:00.000;550.0;913.0;40.9395;550.0;0.0;2014-07-24 00:00:00.000
3730.0;8211.0;2014-07-31 00:00:00.000;60.0;356.0;3.6015;60.0;0.0;2014-07-24 00:00:00.000
3730.0;8212.0;2014-07-31 00:00:00.000;60.0;357.0;3.9795;60.0;6.0;2014-07-24 00:00:00.000
3731.0;8213.0;2014-07-31 00:00:00.000;550.0;935.0;31.4895;550.0;0.0;2014-07-24 00:00:00.000
3731.0;8214.0;2014-07-31 00:00:00.000;550.0;936.0;48.2895;550.0;0.0;2014-07-24 00:00:00.000
3732.0;8215.0;2014-07-31 00:00:00.000;550.0;524.0;12.9675;550.0;82.0;2014-07-24 00:00:00.000
3733.0;8216.0;2014-07-31 00:00:00.000;550.0;911.0;21.0945;550.0;0.0;2014-07-24 00:00:00.000
3733.0;8217.0;2014-07-31 00:00:00.000;550.0;912.0;30.4395;550.0;0.0;2014-07-24 00:00:00.000
3734.0;8218.0;2014-07-31 00:00:00.000;550.0;910.0;40.9395;550.0;0.0;2014-07-24 00:00:00.000
3735.0;8219.0;2014-07-31 00:00:00.000;550.0;937.0;62.9895;550.0;0.0;2014-07-24 00:00:00.000
3736.0;8220.0;2014-07-31 00:00:00.000;3.0;463.0;47.523;3.0;0.0;2014-07-24 00:00:00.000
3736.0;8221.0;2014-07-31 00:00:00.000;3.0;464.0;45.423;3.0;0.0;2014-07-24 00:00:00.000
3736.0;8222.0;2014-07-31 00:00:00.000;3.0;465.0;49.6965;3.0;0.0;2014-07-24 00:00:00.000
3736.0;8223.0;2014-07-31 00:00:00.000;3.0;466.0;45.423;3.0;0.0;2014-07-24 00:00:00.000
3737.0;8224.0;2014-07-31 00:00:00.000;3.0;462.0;47.6805;3.0;0.0;2014-07-24 00:00:00.000
3738.0;8225.0;2014-07-31 00:00:00.000;550.0;510.0;23.4045;550.0;0.0;2014-07-24 00:00:00.000
3738.0;8226.0;2014-07-31 00:00:00.000;550.0;511.0;27.867;550.0;0.0;2014-07-24 00:00:00.000
3739.0;8227.0;2014-07-31 00:00:00.000;550.0;527.0;6.7515;550.0;0.0;2014-07-24 00:00:00.000
3740.0;8228.0;2014-07-31 00:00:00.000;550.0;938.0;31.4895;550.0;0.0;2014-07-24 00:00:00.000
3740.0;8229.0;2014-07-31 00:00:00.000;550.0;939.0;48.2895;550.0;55.0;2014-07-24 00:00:00.000
3740.0;8230.0;2014-07-31 00:00:00.000;550.0;509.0;36.2775;550.0;0.0;2014-07-24 00:00:00.000
3741.0;8231.0;2014-07-31 00:00:00.000;60.0;494.0;50.7465;60.0;0.0;2014-07-24 00:00:00.000
3741.0;8232.0;2014-07-31 00:00:00.000;60.0;495.0;62.9265;60.0;0.0;2014-07-24 00:00:00.000
3741.0;8233.0;2014-07-31 00:00:00.000;60.0;496.0;49.6545;60.0;3.0;2014-07-24 00:00:00.000
3742.0;8234.0;2014-07-31 00:00:00.000;550.0;523.0;10.3845;550.0;82.0;2014-07-24 00:00:00.000
3743.0;8235.0;2014-07-31 00:00:00.000;3.0;424.0;49.854;3.0;0.0;2014-07-24 00:00:00.000
3743.0;8236.0;2014-07-31 00:00:00.000;3.0;425.0;45.5805;3.0;0.0;2014-07-24 00:00:00.000
3743.0;8237.0;2014-07-31 00:00:00.000;3.0;426.0;43.4805;3.0;0.0;2014-07-24 00:00:00.000
3744.0;8238.0;2014-07-31 00:00:00.000;3.0;490.0;12.7155;3.0;0.0;2014-07-24 00:00:00.000
3744.0;8239.0;2014-07-31 00:00:00.000;3.0;491.0;19.9395;3.0;0.0;2014-07-24 00:00:00.000
3745.0;8240.0;2014-08-01 00:00:00.000;3.0;528.0;38.157;3.0;0.0;2014-07-25 00:00:00.000
3746.0;8241.0;2014-08-01 00:00:00.000;3.0;505.0;44.2155;3.0;0.0;2014-07-25 00:00:00.000
3747.0;8242.0;2014-08-01 00:00:00.000;550.0;938.0;31.4895;550.0;0.0;2014-07-25 00:00:00.000
3747.0;8243.0;2014-08-01 00:00:00.000;550.0;939.0;48.2895;550.0;0.0;2014-07-25 00:00:00.000
3748.0;8244.0;2014-08-01 00:00:00.000;60.0;358.0;6.9825;60.0;0.0;2014-07-25 00:00:00.000
3749.0;8245.0;2014-08-01 00:00:00.000;3.0;445.0;41.3805;3.0;0.0;2014-07-25 00:00:00.000
3749.0;8246.0;2014-08-01 00:00:00.000;3.0;446.0;45.654;3.0;0.0;2014-07-25 00:00:00.000
3749.0;8247.0;2014-08-01 00:00:00.000;3.0;447.0;41.3805;3.0;0.0;2014-07-25 00:00:00.000
3749.0;8248.0;2014-08-01 00:00:00.000;3.0;448.0;39.2805;3.0;0.0;2014-07-25 00:00:00.000
3749.0;8249.0;2014-08-01 00:00:00.000;3.0;449.0;43.554;3.0;0.0;2014-07-25 00:00:00.000
3750.0;8250.0;2014-08-01 00:00:00.000;60.0;356.0;3.381;60.0;0.0;2014-07-25 00:00:00.000
3750.0;8251.0;2014-08-01 00:00:00.000;60.0;357.0;4.3155;60.0;6.0;2014-07-25 00:00:00.000
3751.0;8252.0;2014-08-01 00:00:00.000;3.0;382.0;36.9705;3.0;0.0;2014-07-25 00:00:00.000
3751.0;8253.0;2014-08-01 00:00:00.000;3.0;383.0;41.244;3.0;0.0;2014-07-25 00:00:00.000
3751.0;8254.0;2014-08-01 00:00:00.000;3.0;384.0;36.9705;3.0;0.0;2014-07-25 00:00:00.000
3751.0;8255.0;2014-08-01 00:00:00.000;3.0;385.0;43.218;3.0;0.0;2014-07-25 00:00:00.000
3752.0;8256.0;2014-08-01 00:00:00.000;3.0;490.0;12.3585;3.0;0.0;2014-07-25 00:00:00.000
3753.0;8257.0;2014-08-01 00:00:00.000;550.0;513.0;39.1965;550.0;0.0;2014-07-25 00:00:00.000
3754.0;8258.0;2014-08-01 00:00:00.000;3.0;403.0;45.444;3.0;0.0;2014-07-25 00:00:00.000
3754.0;8259.0;2014-08-01 00:00:00.000;3.0;404.0;41.1705;3.0;0.0;2014-07-25 00:00:00.000
3755.0;8260.0;2014-08-01 00:00:00.000;550.0;931.0;34.8705;550.0;0.0;2014-07-25 00:00:00.000
3755.0;8261.0;2014-08-01 00:00:00.000;550.0;932.0;39.7635;523.0;0.0;2014-07-25 00:00:00.000
3755.0;8262.0;2014-08-01 00:00:00.000;550.0;933.0;43.9845;550.0;0.0;2014-07-25 00:00:00.000
3755.0;8263.0;2014-08-01 00:00:00.000;550.0;934.0;38.1465;550.0;0.0;2014-07-25 00:00:00.000
3756.0;8264.0;2014-08-01 00:00:00.000;3.0;433.0;43.554;3.0;0.0;2014-07-25 00:00:00.000
3756.0;8265.0;2014-08-01 00:00:00.000;3.0;434.0;39.2805;3.0;0.0;2014-07-25 00:00:00.000
3756.0;8266.0;2014-08-01 00:00:00.000;3.0;435.0;37.1805;3.0;0.0;2014-07-25 00:00:00.000
3756.0;8267.0;2014-08-01 00:00:00.000;3.0;436.0;41.454;3.0;0.0;2014-07-25 00:00:00.000
3757.0;8268.0;2014-08-01 00:00:00.000;3.0;341.0;47.5755;3.0;0.0;2014-07-25 00:00:00.000
3757.0;8269.0;2014-08-01 00:00:00.000;3.0;342.0;45.4755;3.0;0.0;2014-07-25 00:00:00.000
3757.0;8270.0;2014-08-01 00:00:00.000;3.0;343.0;49.749;3.0;0.0;2014-07-25 00:00:00.000
3757.0;8271.0;2014-08-01 00:00:00.000;3.0;344.0;45.4755;3.0;0.0;2014-07-25 00:00:00.000
3757.0;8272.0;2014-08-01 00:00:00.000;3.0;345.0;43.3755;3.0;0.0;2014-07-25 00:00:00.000
3757.0;8273.0;2014-08-01 00:00:00.000;3.0;346.0;47.649;3.0;0.0;2014-07-25 00:00:00.000
3758.0;8274.0;2014-08-01 00:00:00.000;550.0;931.0;34.3455;550.0;0.0;2014-07-25 00:00:00.000
3758.0;8275.0;2014-08-01 00:00:00.000;550.0;932.0;39.2385;550.0;0.0;2014-07-25 00:00:00.000
3759.0;8276.0;2014-08-01 00:00:00.000;3.0;344.0;45.3705;3.0;0.0;2014-07-25 00:00:00.000
3759.0;8277.0;2014-08-01 00:00:00.000;3.0;345.0;43.2705;3.0;0.0;2014-07-25 00:00:00.000
3759.0;8278.0;2014-08-01 00:00:00.000;3.0;346.0;47.544;3.0;0.0;2014-07-25 00:00:00.000
3759.0;8279.0;2014-08-01 00:00:00.000;3.0;347.0;43.2705;3.0;0.0;2014-07-25 00:00:00.000
3759.0;8280.0;2014-08-01 00:00:00.000;3.0;348.0;41.1705;3.0;0.0;2014-07-25 00:00:00.000
3760.0;8281.0;2014-08-01 00:00:00.000;550.0;928.0;32.7705;550.0;0.0;2014-07-25 00:00:00.000
3760.0;8282.0;2014-08-01 00:00:00.000;550.0;929.0;37.086;550.0;55.0;2014-07-25 00:00:00.000
3760.0;8283.0;2014-08-01 00:00:00.000;550.0;930.0;43.0395;550.0;0.0;2014-07-25 00:00:00.000
3761.0;8284.0;2014-08-02 00:00:00.000;550.0;332.0;10.815;550.0;0.0;2014-07-26 00:00:00.000
3762.0;8285.0;2014-08-02 00:00:00.000;550.0;948.0;82.8345;550.0;82.0;2014-07-26 00:00:00.000
3762.0;8286.0;2014-08-02 00:00:00.000;550.0;907.0;82.8345;550.0;0.0;2014-07-26 00:00:00.000
3763.0;8287.0;2014-08-02 00:00:00.000;1250.0;325.0;0.21;1250.0;0.0;2014-07-26 00:00:00.000
3763.0;8288.0;2014-08-02 00:00:00.000;1250.0;326.0;0.21;1250.0;0.0;2014-07-26 00:00:00.000
3764.0;8289.0;2014-08-02 00:00:00.000;3.0;320.0;49.644;3.0;0.0;2014-07-26 00:00:00.000
3764.0;8290.0;2014-08-02 00:00:00.000;3.0;321.0;44.3205;3.0;0.0;2014-07-26 00:00:00.000
3765.0;8291.0;2014-08-02 00:00:00.000;550.0;930.0;42.5145;550.0;0.0;2014-07-26 00:00:00.000
3765.0;8292.0;2014-08-02 00:00:00.000;550.0;921.0;5.586;523.0;0.0;2014-07-26 00:00:00.000
3766.0;8293.0;2014-08-02 00:00:00.000;60.0;952.0;15.7395;51.0;0.0;2014-07-26 00:00:00.000
3767.0;8294.0;2014-08-02 00:00:00.000;550.0;933.0;43.4595;550.0;0.0;2014-07-26 00:00:00.000
3767.0;8295.0;2014-08-02 00:00:00.000;550.0;934.0;37.6215;550.0;0.0;2014-07-26 00:00:00.000
3767.0;8296.0;2014-08-02 00:00:00.000;550.0;922.0;6.531;550.0;0.0;2014-07-26 00:00:00.000
3767.0;8297.0;2014-08-02 00:00:00.000;550.0;923.0;6.1845;550.0;0.0;2014-07-26 00:00:00.000
3768.0;8298.0;2014-08-02 00:00:00.000;550.0;317.0;29.5785;550.0;0.0;2014-07-26 00:00:00.000
3768.0;8299.0;2014-08-02 00:00:00.000;550.0;318.0;36.099;550.0;0.0;2014-07-26 00:00:00.000
3768.0;8300.0;2014-08-02 00:00:00.000;550.0;319.0;48.5835;550.0;0.0;2014-07-26 00:00:00.000
3769.0;8301.0;2014-08-02 00:00:00.000;550.0;928.0;32.2455;550.0;0.0;2014-07-26 00:00:00.000
3769.0;8302.0;2014-08-02 00:00:00.000;550.0;929.0;36.561;550.0;0.0;2014-07-26 00:00:00.000
3770.0;8303.0;2014-08-02 00:00:00.000;550.0;319.0;46.4205;550.0;0.0;2014-07-26 00:00:00.000
3771.0;8304.0;2014-08-02 00:00:00.000;3.0;366.0;41.223;3.0;0.0;2014-07-26 00:00:00.000
3771.0;8305.0;2014-08-02 00:00:00.000;3.0;367.0;45.4965;3.0;0.0;2014-07-26 00:00:00.000
